anime_id,Name,Score,Genres,English name,Japanese name,sypnopsis,Type,Episodes,Aired,Premiered,Producers,Licensors,Studios,Source,Duration,Rating,Ranked,Popularity,Members,Favorites,Watching,Completed,On-Hold,Dropped
9546,Shirahata no Shoujo Ryuuko,6.51,Drama,Unknown,白旗の少女 琉子,"In 1945, American troops land on the island of Okinawa. The Japanese fight a guerrilla war against the invaders, and little Ryuko is forced to leave her grandparents behind and flee with her mother and younger sister, who are eventually killed. Ryuko heads on alone across the war-torn island. Eventually she reaches safety in Japanese-occupied caves, only to witness the Japanese troops committing suicide with hand grenades. Based on a children's book by Akira Aratagawa and Hikuji Norima, itself inspired by real American footage of an Okinawan girl, Tomiko Higa, waving a white flag at the island's surrender. (Source: Anime Encyclopedia)",Movie,1,"Jul 21, 1988",Unknown,Magic Bus,Unknown,Unknown,Unknown,1 hr. 41 min.,Unknown,12017.0,13631,287,0,16,57,5,45
9547,Alps no Shoujo Heidi (1979),6.88,"Drama, Historical, Slice of Life",The Story of Heidi,アルプスの少女ハイジ (1979),"Condensed version of the entire TV series where all the voice actors, except for Heidi and the grandfather, were replaced.",Movie,1,"Mar 17, 1979",Unknown,Unknown,Unknown,Nippon Animation,Unknown,1 hr. 47 min.,PG - Children,4115.0,7223,3816,10,96,2866,54,107
9548,Alps no Shoujo Heidi: Alm no Yama-hen,6.46,"Slice of Life, Historical, Drama",Unknown,アルプスの少女ハイジ アルムの山編,Condensed version of the first half of the TV series.,Movie,1,"Aug 21, 1996",Unknown,Unknown,Unknown,Nippon Animation,Unknown,1 hr. 28 min.,PG - Children,6099.0,9654,1447,1,39,998,25,63
9549,Alps no Shoujo Heidi: Heidi to Clara-hen,6.53,"Slice of Life, Historical, Drama",Unknown,アルプスの少女ハイジ ハイジとクララ編,Condensed version of the second half of the TV series.,Movie,1,"Aug 21, 1996",Unknown,Unknown,Unknown,Nippon Animation,Unknown,1 hr. 29 min.,PG - Children,5734.0,9657,1455,0,40,1011,26,65
9558,Changjiang Qi Hao Ai Diqiu,6.3,Kids,CJ7:The Cartoon,长江7号爱地球,"CJ7: The Cartoon loosely adopts the original plot of how a father and a son accidentally pick up an alien named CJ7. Based on Stephen Chow's 2008 hit comedy CJ7, the film has a newly developed storyline in which CJ7 protects the environment and saves the earth.",Movie,1,"Jul 9, 2010",Unknown,Unknown,Unknown,Unknown,Other,1 hr. 23 min.,G - All Ages,6862.0,12837,370,0,16,147,9,35
9561,Shokupan Mimi,5.64,Comedy,Unknown,食パンミミー,"The story is about the daily life of a piece of bread named Mimi, and some of her friends and family. Based on Shimamori Natsuko's Shokupan Mimi (White Bread Mimi) 4-panel manga.",TV,12,"Oct 4, 2010 to Dec 20, 2010",Fall 2010,Dentsu,Unknown,Kachidoki Studio,4-koma manga,30 sec. per ep.,PG - Children,9309.0,9731,1393,2,51,876,28,71
9562,Tachumaru Gekijou,6.51,"Comedy, Parody",Unknown,たちゅまる劇場,"levision anime adaptation of the Tachumaru Zukan project. Tachumaru Zukan re-imagines some of Tatsunoko's most popular anime franchises as a newly evolved species of super-deformed animals known as ""Tachuu-rui."" These mysterious ""Tachumaru"" (Tachumals) are ""small and cute,"" but have special fighting moves. (Source: ANN)",TV,26,"Oct 4, 2010 to Mar 29, 2011",Fall 2010,Unknown,Unknown,Tatsunoko Production,Unknown,25 min. per ep.,Unknown,12326.0,13956,262,2,20,53,8,70
9563,Hidamari Sketch x ☆☆☆ Specials,7.83,"Slice of Life, Comedy, School, Seinen",Unknown,ひだまりスケッチ×☆☆☆,No synopsis information has been added to this title. Help improve our database by adding a synopsis here .,Special,2,"Oct 23, 2010 to Oct 30, 2010",Unknown,"Aniplex, Lantis, TBS, Movic, Houbunsha",Sentai Filmworks,Shaft,4-koma manga,24 min. per ep.,PG-13 - Teens 13 or older,778.0,4432,12740,11,187,9241,156,137
9566,Umi kara no Shisha,6.2,"Action, Mecha, Super Power, Sci-Fi",Unknown,海からの使者,"dependent anime project by Nosferatu. The film was screened at the Mini-Cinema Tollywood in Shimo-Kitazawa, Setagaya, Tokyo starting Saturday, August 21, 2010. (Source: AniDB)",Movie,1,"Aug 21, 2010",Unknown,Katsudou-manga-kan,Unknown,Unknown,Unknown,8 min.,PG-13 - Teens 13 or older,7380.0,9878,1309,2,33,912,10,35
9568,Peace Maker Kurogane Special,6.65,"Action, Comedy, Samurai, Historical, Drama, Shounen",Peace Maker Kurogane:Festival of Gion,オリジナルショートストーリー 「祇園会」,Peace Maker Kurogane special.,Special,1,"Dec 21, 2003",Unknown,Unknown,Unknown,Gonzo,Manga,17 min.,PG - Children,5122.0,8355,2442,4,93,1091,50,47
9575,Nodoka Mori no Doubutsu Daisakusen,5.6,Fantasy,Peter of Placid Forest,のどか森の動物大作戦,"h Peter the fairy as chairman, the animals of Placid Forest gather in a meeting to discuss the villagers' plan to cut down all the trees in the forest. They decide to stage a protest in the hope of preserving the woods, but the greedy men will not listen to their warning. The animals are forced to carry out one final operation. (Source: AnimeNFO)",Special,1,"Feb 3, 1980",Unknown,Unknown,Unknown,Nippon Animation,Unknown,1 hr. 8 min.,G - All Ages,9414.0,12638,407,0,16,220,7,36
9581,MM! Specials,6.64,"Comedy, Ecchi, School",MM! Hidden Camera Shorts,えむえむっ! えすえすっ！,"The six Blu-ray Disc/DVD volumes for the MM! television anime series will each include one or two new, ""somewhat extreme"" anime short stories.",Special,9,"Dec 22, 2010 to May 25, 2011",Unknown,Unknown,Unknown,Xebec,Light novel,1 min. per ep.,R+ - Mild Nudity,5172.0,2987,29869,17,760,21907,621,432
9584,Kappa no Sanpei,6.51,"Adventure, Kids, Supernatural",Unknown,カッパの三平,"Sanpei is a lazy little 7 year old boy who rarely concentrates on anything beside eating his school dinners. Despite being constantly jeered at by his classmates for looking like a Kappa, Sanpei is a relatively happy go lucky boy that is quite content with living alone with his grandfather in the mountains. One day, Sanpei's school announces that it will hold a swimming gala with the top prize being an all expenses paid trip to the big city of Tokyo. Sanpei resolves to enter the contest so that he can have the chance to visit Tokyo and meet with his Mother who seems to have been working there for as long as he can remember. Unfortunately, Sanpei is not a very able swimmer and so decides to sneak off to a nearby lake to practice in secret. Sanpei quickly finds himself dragged under the water by a strong undercurrent and drowns only to find himself regain consciousness within the magical realm of the Kappa. Thus begins Sanpei's journey as he befriends one of the Kappa children, Gartaro, and begins to learn the real whereabouts of his Mother and the reason behind his Fathers disappearance...",Movie,1,"Mar 13, 1993",Unknown,Unknown,Unknown,Unknown,Unknown,1 hr. 30 min.,G - All Ages,14880.0,14013,258,0,14,97,7,31
9587,Oniichan no Koto nanka Zenzen Suki ja Nai n da kara ne!!,6.15,"Harem, Comedy, Romance, Ecchi",Unknown,お兄ちゃんのことなんかぜんぜん好きじゃないんだからねっ!!,"Junior High student Nao's brother complex is so strong, it's almost at the point of incest. She's determined to make her brother, High School student Shuusuke, see her as a woman. So determined, that she goes as far as going into his room to throw away all his non-incest related porn. But as she's looking for his porno stash, she finds a photo album... and she's not in any of his childhood pictures. What is going on? (Source: MU)",TV,12,"Jan 9, 2011 to Mar 27, 2011",Winter 2011,Starchild Records,Unknown,Zexcs,Manga,23 min. per ep.,PG-13 - Teens 13 or older,7552.0,1741,75649,71,3764,45632,2207,5658
9588,Kyouiku Shidou The Animation,6.31,Hentai,Unknown,教育指導 The Animation,,OVA,1,"Nov 19, 2010",Unknown,"Milky Animation Label, MS Pictures",Unknown,Studio Eromatick,Visual novel,30 min.,Rx - Hentai,,6596,4764,15,468,2420,252,192
9591,Code Geass: Hangyaku no Lelouch R2 Omake Flash,5.92,Parody,Code Geass:Lelouch of the Rebellion R2 Extra Flash - Baba Theater Redux,コードギアス 反逆のルルーシュ おまけFLASH「帰ってきたBABA劇場」,9 flash anime specials included in the Code Geass R2 DVDs and BDs.,Special,9,"Aug 22, 2008 to Apr 24, 2009",Unknown,Unknown,"Funimation, Bandai Entertainment","Sunrise, Bandai Visual",Original,1 min. per ep.,PG-13 - Teens 13 or older,8469.0,4284,13998,18,316,7618,304,392
9595,Amanatsu,6.0,Sci-Fi,Unknown,アマナツ,"In the near future, a girl yearning for death and a robot who has been near her since she was a child continue moving in eternity. (Source: Annecy)",Movie,1,"Mar 25, 2010",Unknown,Unknown,Unknown,Kamikaze Douga,Original,14 min.,PG-13 - Teens 13 or older,8199.0,8700,2100,3,59,581,52,37
9598,Haiyoru! Nyaruani: Remember My Love(craft-sensei),6.26,"Comedy, Sci-Fi",Haiyoru! Nyaruani:Remember My Mr. Lovecraft,這いよる!ニャルアニ リメンバー・マイ・ラブ(クラフト先生),"The story centers around Nyarlko, a formless Cthulhu deity who can take on the shape of anyone it wishes, but particularly the shape of a seemingly ordinary silver-haired girl. Mahiro Yasaka is a normal high school student who is chased by aliens one night, until ""Nyarlko"" saves him. (Source: ANN)",TV,11,"Dec 11, 2010 to Feb 26, 2011",Winter 2011,SoftBank Creative,Unknown,DLE,Light novel,4 min. per ep.,PG-13 - Teens 13 or older,7056.0,3271,24989,9,739,14920,534,966
9599,Miyazaki Maya Daizukan,5.83,Hentai,Unknown,宮崎摩耶大図鑑,,OVA,2,"Nov 19, 2010 to Feb 18, 2011",Unknown,MS Pictures,Unknown,Unknown,Manga,17 min. per ep.,Rx - Hentai,,7590,3305,12,326,1468,212,180
9600,G-Taste (2010),5.26,"Ecchi, Shoujo Ai",G-Best,G-Best －G-tasteベストセレクション－,"This OVA features five of the most popular girls from G-Taste: Riona Kisaragi, Yuki Shihoudou, Nana Morimura, Asuka Senou and Mai Kannazuki.",OVA,1,"Nov 22, 2010",Unknown,Unknown,Unknown,AIC PLUS+,Manga,26 min.,R+ - Mild Nudity,10200.0,7752,3076,7,169,1740,91,129
9608,Yuri Seijin Naoko-san,5.85,"Comedy, Shoujo Ai",Unknown,百合星人ナオコサン,"Naoko-san is an alien from the planet Yuri, who is plotting to conquer the Earth by yurifying it. Misuzu is a junior high girl and is always troubled by Naoko-san, who lives on the roof of her house. They hear rumors that a molester is wandering around in the area, so they decide to investigate.",OVA,1,"Dec 18, 2010",Unknown,Unknown,Unknown,ufotable,Manga,6 min.,PG-13 - Teens 13 or older,8685.0,4230,14478,9,276,9819,106,85
9611,Aa! Megami-sama! (2011),7.35,"Comedy, Magic, Romance, Seinen, Supernatural",Unknown,ああっ女神さまっ,"OVAs bundled with volumes 42, 43 & 46 of the Aa! Megami-sama! manga.",OVA,3,"Feb 23, 2011 to Aug 23, 2013",Unknown,Unknown,Unknown,AIC,Manga,28 min. per ep.,PG-13 - Teens 13 or older,2114.0,3739,18988,34,1968,10998,685,353
9613,Big X,6.51,"Action, Historical, Sci-Fi, Shounen",Unknown,ビッグX,"Invited to Nazi Germany during World War II, Dr. Asagumo is asked by Hitler to collaborate with him on the research of the new weapon ""Big X"". Concerned about the possible effects of the completion of Big X, Dr. Asagumo intentionally delays the progress of the research, conspiring with his co-researcher, the devious Dr. Engel. Immediately before Germany is defeated by the Allies, Dr. Asagumo implants a card inscribed with the secret of Big X in his son, Shigeru, and is then shot to death by the German army. Twenty years later, the card is discovered in the body of Shigeru, who is then living in Tokyo. Soon, an organization claiming alliance with the Nazis appears, steals the card, and completes the Big X project. Dr. Engel's grandson has joined the Nazi Alliance. The completed Big X is then revealed to be a drug that can expand the human body without limitation. Recovering Big X from the enemy, Shigeru's son Akira fearlessly challenges the Nazi Alliance and Hans Engel, who are plotting to conquer the world. (Souce: Wikipedia)",TV,59,"Mar 8, 1964 to Sep 27, 1965",Spring 1964,Unknown,Unknown,Tokyo Movie Shinsha,Manga,25 min. per ep.,G - All Ages,13437.0,11180,737,2,46,135,58,146
9617,K-On! Movie,8.33,"Music, Slice of Life, Comedy",K-ON! The Movie,映画 けいおん！,"Graduation looms for the founding members of the Light Music Club. With only a few precious weeks of school left, the girls decide to make the most of it and plan a trip abroad. Hawaii, New York, Dubai—many destinations are suggested, but after a little help from the club's precious pet turtle, Ton-chan, London is chosen as the host of their next misadventure! Yui Hirasawa, Mio Akiyama, Tsumugi Kotobuki, Ritsu Tainaka, and Azusa Nakano will visit famous landmarks, perform live music for Londoners, and eat all sorts of delicious food, all while stumbling clumsily from place to place. But the fun won't last forever, as heartfelt songs and goodbyes will be made as their high school days together come to a close. One thing is for certain though: the undeniable friendships these girls have formed is something that will carry on long after the final scene rolls.",Movie,1,"Dec 3, 2011",Unknown,"Pony Canyon, Animation Do",Sentai Filmworks,Kyoto Animation,4-koma manga,1 hr. 50 min.,PG-13 - Teens 13 or older,202.0,607,238850,2091,3372,183015,1561,824
9618,Asobi ni Iku yo!: Asobi ni Oide,6.79,"Comedy, Ecchi, Harem, Romance, Sci-Fi",Cat Planet Cuties:Come Drop By,あそびにいくヨ! あそびにおいで,"Catian Eris is now on a mission to learn about Earth games and how they are played, but she seems to think that bets have to be placed every time. And while some bets are material items, eventually the Catians learn about betting items of clothing...",OVA,1,"Jun 15, 2011",Unknown,"AIC, Lantis, Media Factory, Pony Canyon, AT-X, KlockWorx",Funimation,AIC PLUS+,Light novel,28 min.,R+ - Mild Nudity,4476.0,2581,38845,49,761,30130,378,301
9624,30-sai no Hoken Taiiku,6.7,"Ecchi, Parody, Romance, Seinen",A Thirty-Year Old's Health and Physical Education,30歳の保健体育,"Based on Mitsuba and Ichijinsha's 30-sai no Hoken Taiiku (Health and Physical Education for 30-Year-Olds) guidebook. The guide is aimed at men in their 30s who have not experienced romance or sex with women yet. Imagawa Hayao is a 30-year-old virgin bachelor. One day, a cupid descends from heaven with the express purpose of forcing him to graduate from virginity. Thus unfolds a pure love story between a 30-year-old bachelor and a 30-year-old bachelorette. (Source: AniDB)",TV,12,"Apr 7, 2011 to Jun 23, 2011",Spring 2011,Unknown,Unknown,Gathering,Book,13 min. per ep.,R - 17+ (violence & profanity),4876.0,2176,53473,70,2547,29071,1500,2871
